Affy ID,x,Gene Symbol
231855_at,0.506504932,
206893_at,0.50625225,
214601_at,0.505914743,
232282_at,0.505155572,
227921_at,0.502808778,
210683_at,0.502493358,
203999_at,0.502488392,
206307_s_at,0.501981266,
229057_at,0.501441457,
220011_at,0.501129673,
242546_at,0.500682582,
204603_at,0.500655813,
205358_at,0.500349581,
229376_at,0.499247727,
241733_at,0.497701019,
239537_at,0.495521937,
204728_s_at,0.494853813,
210052_s_at,0.494755173,
220039_s_at,0.494513756,
1558725_at,0.49415201,
218332_at,0.493082019,
220136_s_at,0.492279658,
221591_s_at,0.492221582,
214772_at,0.491926563,
216672_s_at,0.491261248,
213599_at,0.490648464,
213378_s_at,0.490498493,
231331_at,0.490163709,
205268_s_at,0.489857305,
223700_at,0.489828788,
242455_at,0.489593438,
227365_at,0.488133884,
221909_at,0.488094911,
211565_at,0.48786729,
205910_s_at,0.487667488,
205165_at,0.487286916,
228792_at,0.486697976,
226661_at,0.485416659,
205046_at,0.485317814,
216307_at,0.48437086,
210341_at,0.483462831,
210587_at,0.481870725,
209754_s_at,0.481733015,
227318_at,0.481683945,
218355_at,0.481494725,
238593_at,0.481358101,
201387_s_at,0.480540256,
236377_at,0.480155936,
206102_at,0.479833047,
219370_at,0.479665019,
1556344_at,0.478203158,
204886_at,0.476885953,
210404_x_at,0.47643365,
203755_at,0.476068465,
207149_at,0.475954993,
223721_s_at,0.475796051,
227242_s_at,0.474861507,
212909_at,0.474693832,
205924_at,0.474491455,
227499_at,0.474122811,
203358_s_at,0.473603311,
222797_at,0.47308974,
236828_at,0.472704325,
209914_s_at,0.472097846,
227928_at,0.471635692,
223307_at,0.471631972,
1558856_at,0.471035932,
208358_s_at,0.470984604,
38158_at,0.470209671,
222501_s_at,0.469825825,
1562309_s_at,0.469649724,
229886_at,0.468576232,
242517_at,0.468547368,
210414_at,0.468518692,
230551_at,0.468405731,
205751_at,0.467609679,
228697_at,0.467532778,
205697_at,0.466697655,
240365_at,0.46650338,
230441_at,0.465951128,
211080_s_at,0.46575658,
1562699_at,0.464651565,
228323_at,0.463808618,
204162_at,0.463190484,
203889_at,0.462974948,
213904_at,0.462477818,
202094_at,0.461208269,
237134_at,0.461002474,
236391_at,0.460679064,
203362_s_at,0.460277629,
207828_s_at,0.460111007,
209832_s_at,0.459833363,
215942_s_at,0.459711414,
230060_at,0.459678974,
1560407_at,0.45744153,
1552531_a_at,0.457224756,
243641_at,0.457142381,
216096_s_at,0.456730095,
232816_s_at,0.456250269,
210650_s_at,0.456119196,
235609_at,0.454800937,
1554524_a_at,0.454758659,
230859_at,0.45423707,
204869_at,0.453829067,
229523_at,0.453193725,
209408_at,0.452862583,
214604_at,0.452606811,
204540_at,0.452378289,
209172_s_at,0.452322604,
223549_s_at,0.45185719,
206644_at,0.451828732,
1553150_at,0.451663726,
243018_at,0.45125841,
211219_s_at,0.450796178,
228729_at,0.450783526,
226809_at,0.450381549,
220231_at,0.450345339,
202705_at,0.450188353,
239169_at,0.449790112,
227350_at,0.449767636,
227394_at,0.449463179,
218542_at,0.449239522,
227243_s_at,0.449075755,
242301_at,0.448534292,
205347_s_at,0.448476939,
1556641_at,0.448148717,
1554768_a_at,0.447967338,
214603_at,0.447572191,
218623_at,0.446991824,
214804_at,0.446920259,
1560258_a_at,0.446851542,
203130_s_at,0.446417585,
235153_at,0.445976525,
216228_s_at,0.445792663,
1555758_a_at,0.445566543,
221916_at,0.44550709,
205925_s_at,0.445273639,
242203_at,0.444999369,
229579_s_at,0.444995398,
229978_at,0.444859862,
1552390_a_at,0.444769578,
229400_at,0.444528258,
238977_at,0.443976293,
1555074_a_at,0.443705598,
237365_at,0.443382656,
214774_x_at,0.443138579,
1568603_at,0.443116892,
227349_at,0.442990945,
219208_at,0.442978442,
220459_at,0.442841367,
228632_at,0.442691562,
228126_x_at,0.442083896,
213007_at,0.441714566,
220520_s_at,0.441034977,
209709_s_at,0.440615424,
1553183_at,0.439508678,
223654_s_at,0.439141963,
223835_x_at,0.438798032,
237995_at,0.438371455,
226487_at,0.43782164,
1558195_at,0.43748943,
205850_s_at,0.437353556,
230280_at,0.436972431,
204320_at,0.436766465,
230522_s_at,0.436297505,
1559111_a_at,0.436225009,
219532_at,0.435966902,
1568838_at,0.435465371,
209714_s_at,0.435237536,
205889_s_at,0.434873905,
234992_x_at,0.434723999,
236448_at,0.434446177,
239214_at,0.434175597,
239657_x_at,0.43386376,
210387_at,0.432947638,
214589_at,0.432919798,
229749_at,0.432555144,
213954_at,0.432286278,
1552680_a_at,0.432129829,
243240_at,0.431809495,
216623_x_at,0.431416923,
208427_s_at,0.430852543,
204653_at,0.430442733,
1554712_a_at,0.430417142,
217678_at,0.429928828,
239002_at,0.429650838,
204492_at,0.429092907,
203849_s_at,0.428266875,
228780_at,0.427569969,
220551_at,0.427298407,
1568873_at,0.42725188,
232377_at,0.427094093,
201292_at,0.427083698,
233979_s_at,0.42673047,
201710_at,0.426529975,
204962_s_at,0.426117297,
224428_s_at,0.425504655,
228956_at,0.425502014,
213712_at,0.42529399,
206645_s_at,0.425185867,
236741_at,0.424729271,
203000_at,0.424657519,
210381_s_at,0.42418429,
208477_at,0.424036698,
222037_at,0.423944937,
205390_s_at,0.423463738,
207165_at,0.423085097,
214933_at,0.422924525,
229921_at,0.422481323,
210467_x_at,0.422380524,
204825_at,0.422304758,
236957_at,0.422280849,
223529_at,0.422078399,
1552521_a_at,0.421616486,
204870_s_at,0.421488046,
213150_at,0.42053901,
1570039_at,0.420414243,
233445_at,0.420088318,
205373_at,0.419610893,
205123_s_at,0.419576619,
210432_s_at,0.419297123,
221261_x_at,0.418437999,
244076_at,0.418158814,
204105_s_at,0.417667738,
221436_s_at,0.417328038,
230497_at,0.417123782,
202240_at,0.416810749,
244708_at,0.416196675,
238692_at,0.416124663,
202954_at,0.41585892,
238870_at,0.415697493,
206456_at,0.415031486,
223627_at,0.414976546,
1559033_at,0.414827086,
230894_s_at,0.414652469,
1552754_a_at,0.414273157,
226446_at,0.414244063,
205394_at,0.413439285,
214451_at,0.413246739,
243924_at,0.41318126,
227830_at,0.412715372,
1552803_a_at,0.412682721,
239765_at,0.41266673,
211483_x_at,0.412578735,
218952_at,0.412341771,
1553498_at,0.411465497,
205339_at,0.411159292,
223715_at,0.410878193,
1555123_at,0.410451078,
204035_at,0.409982523,
232238_at,0.409742234,
237611_at,0.409556396,
223313_s_at,0.409402904,
233401_at,0.409125229,
206014_at,0.408945641,
242592_at,0.40879868,
227733_at,0.408774792,
235957_at,0.408708923,
242283_at,0.408678286,
210020_x_at,0.408603891,
237302_at,0.408261804,
235468_at,0.408162806,
229459_at,0.407871653,
233463_at,0.407310071,
204763_s_at,0.406638486,
236001_at,0.406569648,
242294_at,0.406333272,
237305_at,0.406080794,
236967_at,0.405924101,
1565358_at,0.405598714,
223062_s_at,0.405284959,
217010_s_at,0.405095839,
238075_at,0.403654135,
229201_at,0.403445016,
230789_at,0.403352957,
219152_at,0.403233258,
204637_at,0.402737171,
207397_s_at,0.402481802,
243918_at,0.40243084,
1552740_at,0.402277765,
212843_at,0.401859447,
230869_at,0.401194782,
214397_at,0.401136546,
240382_at,0.401083719,
231311_at,0.400916706,
243339_at,0.400783637,
206511_s_at,0.400762895,
210454_s_at,0.40019411,
241535_at,0.400124919,
229294_at,0.399778005,
230262_at,0.399434287,
1570445_a_at,0.399240143,
202363_at,0.399164184,
208064_s_at,0.398967886,
205311_at,0.398751235,
232411_at,0.398475781,
233240_at,0.398454775,
209772_s_at,0.398195025,
203626_s_at,0.398116867,
1554340_a_at,0.398008597,
230394_at,0.397985252,
236013_at,0.397319232,
207331_at,0.397261873,
203418_at,0.397020713,
1556803_at,0.396703372,
212949_at,0.396135977,
206780_at,0.395919553,
218115_at,0.395252398,
205199_at,0.395093101,
205818_at,0.394640666,
218009_s_at,0.394244428,
206089_at,0.39370732,
202831_at,0.393671481,
236351_at,0.393545025,
212022_s_at,0.393494821,
235363_at,0.392737561,
235736_at,0.39255585,
204695_at,0.392353137,
203129_s_at,0.391964509,
243780_at,0.391962491,
230755_at,0.391000077,
205350_at,0.39089865,
208079_s_at,0.390747747,
232111_at,0.390581074,
237469_at,0.390264539,
233064_at,0.390261639,
207156_at,0.390211226,
218662_s_at,0.389501255,
204558_at,0.389273952,
230874_at,0.389093077,
233149_at,0.388872391,
1557129_a_at,0.38856923,
204146_at,0.388144394,
1569112_at,0.387954316,
223229_at,0.387592595,
227512_at,0.387310388,
1552938_at,0.386983431,
221908_at,0.386915243,
205646_s_at,0.38680639,
201890_at,0.386644966,
235572_at,0.385750152,
231104_at,0.385328921,
203015_s_at,0.385225658,
219845_at,0.38501738,
1557598_at,0.383493098,
207501_s_at,0.383160416,
213601_at,0.382435976,
228658_at,0.382059678,
1552736_a_at,0.381476603,
230543_at,0.381088564,
236783_at,0.380758885,
40020_at,0.380726174,
1564963_x_at,0.380433057,
235588_at,0.380032154,
231532_at,0.37889515,
209773_s_at,0.378858167,
204092_s_at,0.378441481,
221199_at,0.378060493,
223557_s_at,0.377874095,
232720_at,0.377750688,
1555834_at,0.377256556,
237517_at,0.376651963,
230272_at,0.376363496,
224487_at,0.37627683,
231325_at,0.376078422,
224185_at,0.375518977,
231233_at,0.375419306,
221521_s_at,0.374758061,
239344_at,0.373882684,
223823_at,0.37365907,
241941_at,0.37335338,
214710_s_at,0.373098646,
229622_at,0.372813665,
233950_at,0.372780426,
235018_at,0.372664059,
238282_at,0.372469027,
205348_s_at,0.372322747,
221520_s_at,0.372149193,
204086_at,0.372006671,
244675_at,0.371997257,
222608_s_at,0.371603485,
243661_at,0.371361443,
231145_at,0.370999145,
204165_at,0.370786197,
225834_at,0.370479795,
205122_at,0.370096169,
227996_at,0.37008233,
208576_s_at,0.369707805,
232547_at,0.369693951,
230423_at,0.369576573,
242723_at,0.369509261,
228347_at,0.369460288,
2028_s_at,0.369231819,
213796_at,0.368938856,
244297_at,0.368922325,
226549_at,0.368561765,
219225_at,0.367977485,
1568604_a_at,0.36767863,
240122_at,0.3675946,
1555492_a_at,0.367367997,
237980_at,0.367274041,
206376_at,0.367268305,
244042_x_at,0.367203351,
235178_x_at,0.366812429,
209644_x_at,0.366778572,
215882_at,0.366647049,
226610_at,0.366215437,
206345_s_at,0.365766565,
206281_at,0.365444222,
244660_at,0.365330819,
236677_at,0.365141834,
1553830_s_at,0.364760727,
205389_s_at,0.364729915,
206326_at,0.363964093,
214534_at,0.363724347,
1552897_a_at,0.363237077,
237304_at,0.363236716,
227231_at,0.362798364,
232596_at,0.36274807,
236236_at,0.362153195,
1557014_a_at,0.361729241,
219978_s_at,0.361705365,
215779_s_at,0.361615588,
207373_at,0.361564002,
223556_at,0.361479257,
206510_at,0.36129682,
230028_at,0.361109566,
209680_s_at,0.361065554,
209986_at,0.361057213,
215056_at,0.360991572,
242909_at,0.360865173,
226287_at,0.360695845,
244217_at,0.360563978,
218875_s_at,0.359682515,
1566842_at,0.359543619,
231090_s_at,0.359488343,
1555826_at,0.359120553,
220085_at,0.359110442,
1558139_at,0.359100029,
235939_at,0.359039494,
207401_at,0.358814304,
238759_at,0.358795401,
226346_at,0.358630191,
207250_at,0.358416847,
238850_at,0.358164182,
222772_at,0.358106364,
208502_s_at,0.357144811,
231120_x_at,0.356950467,
221258_s_at,0.356768799,
233311_at,0.35674808,
211894_x_at,0.356581591,
235758_at,0.355387738,
235911_at,0.355357522,
230664_at,0.354914455,
232446_at,0.354655143,
202508_s_at,0.354628771,
1556629_a_at,0.354468295,
1559668_s_at,0.354394324,
237999_at,0.354222744,
239697_x_at,0.353913153,
220887_at,0.352981659,
228873_at,0.352934773,
243804_at,0.352024571,
1553229_at,0.351906592,
220366_at,0.35177328,
222848_at,0.351521494,
226548_at,0.351260137,
215228_at,0.351014454,
204649_at,0.350665493,
240696_at,0.35062668,
1554195_a_at,0.350412945,
238632_at,0.350398499,
214469_at,0.350355814,
1570552_at,0.350214957,
233644_at,0.350080546,
223723_at,0.350021941,
228679_at,0.349756166,
1554500_a_at,0.349087474,
241836_x_at,0.348794802,
204654_s_at,0.348738854,
202712_s_at,0.347884407,
214614_at,0.347598425,
212142_at,0.347419255,
222039_at,0.34733804,
205029_s_at,0.346913952,
206258_at,0.34690527,
237064_x_at,0.346080826,
243010_at,0.345995996,
236774_at,0.345892317,
229538_s_at,0.345636761,
206373_at,0.345513298,
1552682_a_at,0.345309172,
221914_at,0.345299734,
232067_at,0.345226094,
1558750_a_at,0.344946721,
237096_at,0.34442135,
219438_at,0.344419679,
228988_at,0.344241624,
229349_at,0.344077846,
204126_s_at,0.343944396,
220892_s_at,0.343930125,
226461_at,0.343416699,
209569_x_at,0.34329344,
1556679_at,0.343156989,
243061_at,0.342917043,
242754_at,0.342895739,
1552619_a_at,0.3426244,
1559688_at,0.342585288,
233243_at,0.342469085,
218039_at,0.342385622,
228377_at,0.342365184,
204317_at,0.342278666,
223362_s_at,0.342113975,
1555304_a_at,0.341838991,
219787_s_at,0.341728515,
207590_s_at,0.341376381,
220915_s_at,0.341138111,
243785_at,0.340258846,
211740_at,0.339976486,
202779_s_at,0.339701954,
205691_at,0.338993665,
224839_s_at,0.338966747,
1555639_a_at,0.338319488,
235269_at,0.338264048,
229610_at,0.338239511,
229550_at,0.337442191,
203214_x_at,0.336142834,
222591_at,0.335917535,
215708_s_at,0.335649945,
206876_at,0.335632464,
207521_s_at,0.335427997,
1553350_at,0.334979334,
216175_at,0.334344212,
225815_at,0.334240953,
227285_at,0.334078323,
229849_at,0.333657603,
228245_s_at,0.333542629,
221217_s_at,0.33335214,
244523_at,0.333124178,
236028_at,0.333051276,
210882_s_at,0.333043462,
226456_at,0.332877829,
1554526_at,0.332799325,
220289_s_at,0.332588681,
1556571_at,0.332411629,
236312_at,0.332060353,
215740_at,0.332036358,
203069_at,0.331701951,
218883_s_at,0.331410254,
230165_at,0.331199401,
209753_s_at,0.331054768,
220738_s_at,0.330832204,
239552_at,0.330698571,
240247_at,0.330448474,
204911_s_at,0.330290574,
236771_at,0.330058605,
238080_at,0.329650516,
242881_x_at,0.329584402,
223274_at,0.3294996,
238847_at,0.329340178,
211071_s_at,0.329263115,
214347_s_at,0.329215679,
238421_at,0.328966576,
235511_at,0.328943831,
230447_at,0.328826764,
210334_x_at,0.32881493,
230339_at,0.328247395,
213745_at,0.32822468,
240148_at,0.328211906,
212092_at,0.327647194,
1562484_at,0.327436771,
239219_at,0.32736466,
1557143_at,0.326904362,
230237_at,0.326522607,
1561332_at,0.326297799,
202107_s_at,0.326296889,
232202_at,0.326170961,
242326_at,0.32615394,
221097_s_at,0.326035372,
223680_at,0.325996409,
229147_at,0.325838912,
235416_at,0.325307007,
212021_s_at,0.325231233,
243840_at,0.32501488,
1564467_at,0.324788126,
207164_s_at,0.32459623,
223661_at,0.324422455,
213479_at,0.32423196,
225485_at,0.323941955,
220658_s_at,0.323800672,
230696_at,0.323776135,
229927_at,0.323684733,
1554530_at,0.32365274,
221605_s_at,0.323092587,
242966_x_at,0.322604921,
205838_at,0.322514532,
215448_at,0.322483796,
220668_s_at,0.322373086,
206634_at,0.321682894,
1557128_at,0.32167989,
207031_at,0.321422118,
207166_at,0.321404319,
213226_at,0.320905477,
204033_at,0.320657351,
232398_at,0.319804812,
224279_s_at,0.319379589,
226611_s_at,0.319243505,
1557218_s_at,0.319213395,
240709_at,0.319144427,
1558796_a_at,0.318959931,
234040_at,0.318712382,
1568596_a_at,0.318704996,
211421_s_at,0.318648866,
226281_at,0.318562066,
1554637_a_at,0.318388973,
205008_s_at,0.318369154,
1554043_a_at,0.318040003,
210567_s_at,0.317972101,
1554199_at,0.31795315,
244194_at,0.317820656,
206401_s_at,0.317740691,
219523_s_at,0.317559062,
221400_at,0.317460053,
237347_at,0.317329634,
229901_at,0.317084571,
230687_at,0.316804218,
222946_s_at,0.316667855,
230425_at,0.316605065,
206137_at,0.31647849,
1553013_at,0.315650696,
228503_at,0.314504392,
231892_at,0.314333067,
235456_at,0.31425313,
231936_at,0.314247387,
219736_at,0.314130695,
240100_at,0.314055291,
207910_at,0.313947317,
235039_x_at,0.313752655,
230706_s_at,0.313659693,
205909_at,0.31328833,
213676_at,0.313201364,
230487_at,0.313065013,
216992_s_at,0.312823153,
219531_at,0.312701353,
213523_at,0.312363095,
208650_s_at,0.312295984,
221107_at,0.312146086,
239639_at,0.311968519,
213276_at,0.31175268,
227773_at,0.311728796,
210016_at,0.311577007,
208546_x_at,0.311528845,
1553394_a_at,0.31097292,
1553865_a_at,0.31095579,
206103_at,0.310780586,
237828_at,0.310629176,
221173_at,0.310550839,
208237_x_at,0.310456837,
236255_at,0.310103608,
207717_s_at,0.309890199,
203213_at,0.309854478,
234497_s_at,0.309509665,
214993_at,0.309416898,
204026_s_at,0.309267658,
209692_at,0.309095392,
210854_x_at,0.30901342,
243440_at,0.308903695,
216417_x_at,0.308412888,
244873_s_at,0.308241015,
206661_at,0.308237336,
222871_at,0.307693466,
214051_at,0.307500871,
207553_at,0.307472331,
214373_at,0.30746752,
1557900_at,0.307441711,
1560590_s_at,0.307424117,
229183_at,0.3071015,
228570_at,0.306976815,
230889_at,0.306849635,
242787_at,0.306821448,
217097_s_at,0.306130145,
227764_at,0.306048461,
231465_at,0.30584843,
242502_at,0.305761978,
219105_x_at,0.305727515,
215637_at,0.304727904,
229665_at,0.304698502,
204947_at,0.304645257,
207437_at,0.304622507,
229065_at,0.304581642,
236619_at,0.304421289,
214628_at,0.304283001,
240402_at,0.30400105,
203744_at,0.303976119,
213558_at,0.30396823,
231626_at,0.303592444,
202589_at,0.303557147,
236761_at,0.303531134,
212525_s_at,0.303251431,
242350_s_at,0.303041566,
235147_at,0.303001184,
1568601_at,0.302264467,
235676_at,0.302261443,
229551_x_at,0.302147604,
210753_s_at,0.301922755,
220840_s_at,0.301815581,
204775_at,0.301491107,
224276_at,0.301229436,
1562226_at,0.301155943,
1557810_at,0.301148271,
203046_s_at,0.300493104,
224329_s_at,0.30035919,
227230_s_at,0.30027277,
232242_at,0.300232702,
237336_at,0.29985539,
234397_at,0.299730799,
205257_s_at,0.299671712,
207873_x_at,0.299477653,
242019_at,0.299275292,
206078_at,0.299215455,
201313_at,0.299168347,
205054_at,0.298852299,
221859_at,0.29871491,
240841_at,0.298602239,
219650_at,0.298349183,
227845_s_at,0.298290146,
242292_at,0.298206392,
1561113_at,0.298201581,
238727_at,0.2975329,
207824_s_at,0.297501291,
1560212_a_at,0.297041239,
219621_at,0.296931375,
230844_at,0.296873432,
206526_at,0.29680803,
232985_s_at,0.29647577,
225482_at,0.296113116,
220447_at,0.295739757,
210559_s_at,0.295629886,
214240_at,0.295329357,
244640_at,0.295110233,
219588_s_at,0.29510912,
1554629_at,0.29494329,
212023_s_at,0.294910918,
225687_at,0.294832823,
230158_at,0.294767059,
1566658_at,0.294477883,
204762_s_at,0.2944488,
222771_s_at,0.294209534,
244227_at,0.294124764,
224753_at,0.294013961,
203019_x_at,0.293935575,
226132_s_at,0.293934896,
228422_at,0.293626869,
214472_at,0.293378151,
1569532_a_at,0.292200528,
235266_at,0.291968952,
211056_s_at,0.291926694,
236414_at,0.291653641,
230795_at,0.291209818,
230483_at,0.290909318,
218782_s_at,0.290532374,
202235_at,0.290453516,
229875_at,0.289979523,
218976_at,0.289805751,
209144_s_at,0.289697202,
1559283_a_at,0.289684284,
206316_s_at,0.289642265,
217240_at,0.289588629,
228069_at,0.289309501,
1562409_s_at,0.289245135,
236308_at,0.289223897,
219659_at,0.28885088,
213520_at,0.28881308,
219683_at,0.288642255,
239282_at,0.288505556,
239280_at,0.288236217,
207219_at,0.287995135,
220493_at,0.287986992,
207197_at,0.287892661,
228038_at,0.287836761,
1560935_s_at,0.287721845,
205817_at,0.287627868,
229552_at,0.28760786,
1562836_at,0.287574223,
203022_at,0.287558607,
243272_at,0.287447421,
239178_at,0.287248427,
213245_at,0.286960119,
234976_x_at,0.286699175,
244565_at,0.286562733,
1560853_x_at,0.286562566,
231951_at,0.286426612,
