"","x"
"1552734_at",0.0645871632760768
"1552735_at",0.0126578270645852
"1552736_a_at",0.164226373983724
"1552737_s_at",-0.163484487242675
"1552738_a_at",0.0525982364974082
"1552739_s_at",-0.129165576925836
"1552740_at",0.0887388761762729
"1552742_at",0.20360892447944
"1552743_at",0.0538805258841211
"1552745_at",0.0783704393832823
"1552747_a_at",0.0459047948042219
"1552749_a_at",0.0738545928281245
"1552750_at",0.0108844417809055
"1552751_a_at",0.0468189564270827
"1552752_a_at",0.0716108580267916
"1552754_a_at",0.0420981286121789
"1552755_at",-0.244100901005617
"1552757_s_at",0.0319790627234346
"1552758_at",0.0413355446834467
"1552760_at",0.00338584477526194
"1552761_at",-0.0141943315828192
"1552763_at",0.0589298725262755
"1552765_x_at",0.038911898900212
"1552766_at",0.279082211510823
"1552767_a_at",0.438536551122816
"1552768_at",0.0182496251826316
"1552769_at",0.107998955218452
"1552770_s_at",0.0161646341858355
"1552771_a_at",0.123708301110186
"1552772_at",-0.18368806236486
"1552773_at",-0.216539696717263
"1552774_a_at",-0.0828106598527896
"1552775_at",0.0258311657429595
"1552777_a_at",0.0828088612901507
"1552779_a_at",0.271173406260153
"1552782_at",0.29581431824902
"1552783_at",0.0391251807527078
"1552785_at",0.0164649076723744
"1552787_at",0.119354617156225
"1552788_a_at",0.0776123436532108
"1552789_at",-0.294754660376244
"1552790_a_at",-0.170065910427414
"1552791_a_at",0.0610570933657646
"1552792_at",0.0590781261766515
"1552793_at",0.00421071676338003
"1552794_a_at",0.067099165955917
"1552796_a_at",0.113723180091781
"1552797_s_at",0.203781230297365
"1552798_a_at",-0.152002037399109
"1552799_at",0.0658551436794292
"1552800_at",0.0615631947742592
"1552801_at",-0.0226844205652723
"1552803_a_at",0.0909295382421151
"1552804_a_at",0.00548898602748782
"1552806_a_at",0.0576534796963788
"1552807_a_at",-0.0121334990909565
"1552808_at",0.0824210117653259
"1552809_at",0.0857268425525759
"1552811_at",-0.0230988503684793
"1552812_a_at",0.0778551528130911
"1552813_at",-0.00401711888579359
"1552814_a_at",0.00223681713767276
"1552816_at",0.0235149383882236
"1552818_a_at",0.104575825373344
"1552819_at",0.0316642219997547
"1552822_at",0.0633148284259863
"1552825_at",0.0220143592104758
"1552826_at",0.0697180738075679
"1552827_s_at",-0.0157347470600093
"1552828_at",-0.0444600821191572
"1552829_at",-0.133528563909346
"1552830_at",0.0706145600839192
"1552833_at",0.0130644161762261
"1552834_at",0.128892876806191
"1552835_at",0.0377503979858247
"1552836_at",-0.0333980057235486
"1552837_at",0.0404352367950805
"1552839_at",0.101987983565853
"1552841_s_at",0.080122844260909
"1552842_at",0.0433014085374246
"1552843_at",0.0191457611197734
"1552845_at",0.0244020837411683
"1552846_s_at",0.0402248309703161
"1552848_a_at",-0.101744840875082
"1552849_at",0.0559293908405347
"1552851_at",0.0811245259170555
"1552852_a_at",0.0834202727738944
"1552853_at",0.0614781214151834
"1552854_a_at",0.0101970571243883
"1552856_at",0.031248325732401
"1552857_a_at",0.0570807999911853
"1552858_at",0.0822717378454698
"1552860_at",0.0965327165400971
"1552862_at",0.0979417367389146
"1552863_a_at",0.100843097465593
"1552865_a_at",-0.01156092499436
"1552867_at",0.0869319680670342
"1552868_at",-0.00566888708560009
"1552870_s_at",0.0779706880384341
"1552872_at",0.0538446502048096
"1552873_s_at",-0.0855678643889504
"1552875_a_at",0.0130071726702554
"1552876_at",0.11896465920142
"1552877_s_at",0.00316556929231537
"1552878_at",0.0929794496879608
"1552879_a_at",0.102151736238773
"1552880_at",0.0319894398549674
"1552882_a_at",0.0143522094725546
"1552884_at",0.0889549045579558
"1552885_a_at",-0.00925647092549786
"1552887_at",0.101899077793904
"1552889_a_at",0.040742972628427
"1552890_a_at",0.0155170358663881
"1552892_at",0.0188849832068676
"1552893_at",-0.0368271545706516
"1552895_a_at",0.101561971170586
"1552897_a_at",0.0939930198674273
"1552898_a_at",0.0719657388237944
"1552899_at",0.065417354391343
"1552900_a_at",-0.000373194840150637
"1552902_a_at",-0.0548320607965218
"1552903_at",0.135567575829583
"1552904_at",0.0896640861417428
"1552906_at",0.0880455165229757
"1552908_at",0.0140389519649329
"1552910_at",-0.428517167022679
"1552911_at",0.0215352665274409
"1552912_a_at",0.047747396540871
"1552913_at",0.0433153572252649
"1552914_a_at",0.010756228134879
"1552915_at",0.078079983760684
"1552917_at",-0.0178309493350366
"1552919_at",-0.0133709249727869
"1552921_a_at",0.136412619801614
"1552922_at",0.0527447644886043
"1552923_a_at",-0.0947579408162398
"1552924_a_at",-0.185415589813504
"1552925_at",0.0271812802745581
"1552927_at",0.125965143977381
"1552928_s_at",0.0765119079383845
"1552929_at",0.064952105348375
"1552930_at",-0.126003437028792
"1552931_a_at",-0.0835136838169721
"1552932_at",0.0705308374227493
"1552933_at",0.066770319668978
"1552935_at",0.0613010280576352
"1552937_s_at",0.0102472060513945
"1552938_at",0.162443727369582
"1552939_at",0.0483348990662048
"1552940_at",0.0415452746169782
"1552942_at",0.0898020027852462
"1552943_at",0.0564257833098007
"1552944_a_at",0.0455357709895987
"1552946_at",0.0835346315438361
"1552947_x_at",0.0606914922988482
"1552948_at",-0.020185530390346
"1552950_at",-0.0814833285440326
"1552952_at",-0.00186610718103575
"1552953_a_at",0.0570307143534396
"1552954_at",0.0699824484744203
"1552955_at",0.0283083631199914
"1552957_at",-0.0399342241974332
"1552960_at",0.0438922867040721
"1552961_at",0.0614882439271147
"1552964_at",0.101883226919599
"1552965_a_at",0.0108133341011041
"1552967_at",0.0213301492846487
"1552969_a_at",0.0876467373603591
"1552970_s_at",0.0596548052758312
"1552971_at",0.0781501311056376
"1552972_at",0.0765130735939973
"1552973_at",0.058907334605508
"1552974_at",0.0746824647759268
"1552975_x_at",0.0753835626995143
"1552976_at",0.0342220544919454
"1552977_a_at",-0.0519636559628358
"1552978_a_at",0.0151926752515081
"1552979_at",0.0676311146956164
"1552980_at",0.0425601453071691
"1552982_a_at",0.104621958916188
"1552985_at",0.111490816342041
"1552986_at",0.0294489877272548
"1552987_a_at",0.0653817306776564
"1552988_at",0.112156559309694
"1552990_at",0.0918482718838893
"1552991_at",0.0425448507932598
"1552993_at",-0.0472652287020974
"1552995_at",0.0749609825472342
"1552997_a_at",-0.0061417743479959
"1552998_at",0.0536279144166387
"1552999_a_at",0.0463836222566281
"1553002_at",0.0453418202662075
"1553003_at",0.0402909592360872
"1553004_at",0.0427207769245019
"1553006_at",0.0461573780232329
"1553007_a_at",0.00891037629171754
"1553009_s_at",0.0603618780603437
"1553011_at",0.0807012240102991
"1553013_at",0.061357922837002
"1553015_a_at",0.121947003517834
"1553016_at",0.0340491312527353
"1553019_at",-0.0495929263193065
"1553020_at",0.0178883225272501
"1553021_s_at",0.0366506444931245
"1553022_at",0.0643701011571177
"1553023_a_at",0.00186146078832983
"1553024_at",0.0688553673398472
"1553025_at",0.05468640152299
"1553027_a_at",-0.0936747535366562
"1553028_at",-0.020559492715607
"1553030_a_at",-0.0762161014851486
"1553031_at",0.0874321843027805
"1553032_at",0.103306057639382
"1553033_at",0.0303139247954001
"1553034_at",-0.165022824067542
"1553036_at",0.0382417944611577
"1553037_a_at",-0.0224984359390594
"1553039_a_at",0.00510639658695555
"1553041_at",-0.0279991947157767
"1553042_a_at",-0.0649143070497222
"1553043_a_at",-0.216557976019721
"1553044_at",-0.000764168576591118
"1553045_at",0.0340297637334936
"1553046_s_at",0.0185375281527742
"1553047_at",-0.0341012410931583
"1553048_a_at",-0.10083149739717
"1553051_s_at",0.0623220402243934
"1553052_at",0.0738349777166132
"1553053_at",0.047825925927458
"1553055_a_at",-0.0913433799583088
"1553057_at",0.0848054860861587
"1553058_at",-0.0269358319047208
"1553059_at",0.0650860619427607
"1553060_at",-0.0539787925167667
"1553061_at",0.0631837835713911
"1553062_at",-0.243126231863314
"1553063_at",0.0392427403570184
"1553064_at",-0.0247622564904997
"1553066_at",0.0491248275729201
"1553067_a_at",0.0191536153286906
"1553069_at",0.0204200521843236
"1553070_a_at",0.060380872984354
"1553071_a_at",0.0352714930969245
"1553072_at",-0.00736455124269342
"1553074_at",0.0762111872286912
"1553075_a_at",0.0514404686372313
"1553076_at",0.0389590351482523
"1553077_at",0.0746143668636627
"1553078_at",0.0322715551140413
"1553079_at",0.0507619730196289
"1553080_at",0.133440119373435
"1553081_at",-0.0294418917033819
"1553082_at",0.133424004755768
"1553083_at",0.0329147154782257
"1553084_at",0.0448945179893652
"1553086_at",0.0632974110791813
"1553087_at",0.0322352274334903
"1553088_a_at",0.0364652785069177
"1553089_a_at",0.0501029147903553
"1553093_a_at",0.0927147643698223
"1553094_at",0.0716709626897565
"1553096_s_at",0.135126870599447
"1553099_at",0.106167949952545
"1553101_a_at",-0.0400287748703152
"1553102_a_at",-0.35503814228169
"1553103_at",-0.0398857143006284
"1553105_s_at",0.187978832930443
"1553106_at",-0.0858636302287286
"1553107_s_at",-0.0117581806288876
"1553108_at",-0.0432858402069118
"1553111_a_at",0.0301923025852662
"1553112_s_at",0.00475947732051063
"1553113_s_at",0.00526350166152079
"1553114_a_at",0.0831034184072117
"1553115_at",0.0753381410790996
"1553117_a_at",-0.0146087807017072
"1553118_at",-0.0361592386346006
"1553120_at",0.0892707516603124
"1553122_s_at",0.0537951155644725
"1553123_at",0.152088704981932
"1553125_x_at",0.0388513274399005
"1553126_a_at",0.0250855851484757
"1553127_a_at",0.0639198420113443
"1553129_at",-0.128343962811268
"1553130_at",0.0283954686682757
"1553131_a_at",0.00471477445151525
"1553132_a_at",-0.122643100965369
"1553133_at",-0.178969386831939
"1553134_s_at",-0.0836687148979249
"1553136_at",0.0264309602894315
"1553137_s_at",0.0293432547101784
"1553138_a_at",0.0764592463891285
"1553139_s_at",0.01049307695056
"1553140_at",-0.0524355153349514
"1553141_at",-0.00582939702631746
"1553142_at",-0.040829493118288
"1553145_at",0.0517124306774617
"1553146_at",0.0845796668739218
"1553147_at",0.0212650322378183
"1553148_a_at",-0.122234727144331
"1553150_at",0.0301098667002522
"1553151_at",-0.103118153690051
"1553153_at",-0.113829029113837
"1553155_x_at",-0.167424118335727
"1553156_at",-0.0009279480340465
"1553157_at",0.0998869964991147
"1553158_at",0.0640818730160286
"1553159_at",-0.0640315981909185
"1553162_x_at",0.0435148020993201
"1553163_at",0.0175264413486167
"1553165_at",0.0960215805014133
"1553166_at",0.167432820452319
"1553167_a_at",0.0264721398736654
"1553168_at",0.055248630590242
"1553169_at",-0.228898902121724
"1553171_x_at",-0.443370192033438
"1553172_at",0.0291382725521938
"1553174_at",-0.0724445709452166
"1553175_s_at",-0.0788258400457249
"1553176_at",0.00535423569279647
"1553177_at",-0.240590428660653
"1553178_a_at",-0.0668000225846566
"1553179_at",0.0398987786003651
"1553180_at",0.0630606231600771
"1553181_at",0.0717686856616906
"1553183_at",0.147873358831721
"1553185_at",0.0974125685503271
"1553186_x_at",0.0869455235020733
"1553188_s_at",0.0133810518500606
"1553190_s_at",0.0355146182828299
"1553191_at",-0.0259674091901487
"1553192_at",-0.014621788511973
"1553193_at",0.0101680706940217
"1553194_at",-0.112632503231873
"1553196_a_at",0.102148869154434
"1553197_at",0.0713725266685641
"1553199_at",0.135962124729305
"1553202_at",0.063059721270792
"1553204_at",0.0280004257971898
"1553205_at",0.0389390690019837
"1553207_at",-0.00936168460715647
"1553208_s_at",-0.0245235296133297
"1553209_at",0.0677812281006549
"1553211_at",-0.0195392982758478
"1553212_at",0.0545432761957161
"1553213_a_at",0.0627794222319666
"1553214_a_at",0.0302456798989144
"1553215_s_at",-0.0174311406569945
"1553216_at",-0.0638906298436508
"1553217_s_at",-0.0163788460061256
"1553218_a_at",-0.0149016794988446
"1553219_a_at",0.025195044245123
"1553220_at",0.0761454741550156
"1553221_at",-0.0866423836726031
"1553222_at",-0.0129497689220326
"1553224_at",0.00374109351195995
"1553225_s_at",-0.167875324147487
"1553226_at",0.133901858229497
"1553227_s_at",-0.0632680452446297
"1553228_at",-0.0873079601088229
"1553229_at",0.171237285803108
"1553232_at",-0.00993682928799466
"1553234_at",0.10301954215218
"1553235_at",0.0118497341184001
"1553237_x_at",0.0450517240313706
"1553238_a_at",0.013912842008907
"1553239_at",0.0409315234463525
"1553241_at",0.0454493264012132
"1553243_at",-0.448975019203901
"1553244_at",0.0914176503514166
"1553246_a_at",-0.00471955490853881
"1553247_a_at",0.03683564499445
"1553248_at",0.0620505892435284
"1553249_at",0.0732061080694852
"1553252_a_at",0.0604064224963881
"1553253_at",-0.028372940701392
"1553254_at",0.0611134280010459
"1553255_at",0.073336441855719
"1553257_at",-0.0194917097659595
"1553258_at",0.0642584226133021
"1553260_s_at",0.121475582348593
"1553261_x_at",0.0549686622580223
"1553262_a_at",0.0606286935491307
"1553263_at",0.0526329156733265
"1553264_a_at",-0.0125725085985937
"1553265_at",0.0414961345634106
"1553266_at",0.0692642811536277
"1553267_a_at",0.0519333560119988
"1553268_at",0.0507623439685689
"1553269_at",-0.14145183623202
"1553271_at",0.135406140743404
"1553272_at",0.0557127124913874
"1553274_a_at",0.0651058727824032
"1553275_s_at",-0.0380520176545895
"1553276_at",0.0596932586967303
"1553277_at",0.0297116603652796
"1553279_at",-0.131118559348295
"1553280_at",0.0456251692401213
"1553281_at",0.0267048998497099
"1553282_at",0.0357148667081011
"1553284_s_at",-0.0457508679521768
"1553285_s_at",0.0646059952398659
"1553286_at",0.101600527968048
"1553288_a_at",-0.0387142663765847
"1553292_s_at",0.103702812875006
"1553293_at",0.060823851078116
"1553295_at",0.10383419489469
"1553296_at",0.0335883959161147
"1553297_a_at",-0.0893669048814243
"1553298_at",0.0765890242242215
"1553299_at",0.109942404830446
"1553300_a_at",0.0941949928965069
"1553301_a_at",0.116971423267056
"1553303_at",-0.0352751671125899
"1553304_at",0.0435879754219461
"1553306_at",0.0307493724239647
"1553310_at",0.0125758511913243
"1553311_at",0.096195629544582
"1553313_s_at",0.109606264265824
"1553314_a_at",0.0373116048249251
"1553315_at",0.0934544309666867
"1553316_at",0.0944230045461683
"1553317_s_at",0.0647158189368007
"1553318_at",-0.057776297921811
"1553319_at",0.0601793636012262
"1553320_s_at",0.0481173145703233
"1553321_a_at",-0.163727499579203
"1553322_s_at",0.0264396114925365
"1553323_a_at",0.000508290794196231
"1553325_at",0.0148600676848785
"1553326_at",0.0470743481270777
"1553327_a_at",0.0558662563491013
"1553328_a_at",-0.0718015018070037
"1553329_at",0.0754142813148375
"1553330_at",0.0663163786067691
"1553333_at",0.133782970024882
"1553335_x_at",0.057059257328645
"1553336_a_at",0.0410048321915928
"1553338_at",-0.0250984251008675
"1553340_s_at",0.00181015932400652
"1553341_at",0.0657411644879813
"1553344_at",0.0518720773268491
"1553346_a_at",-0.0473018859364069
"1553347_s_at",-0.00114568285848837
"1553348_a_at",-0.0300929170691955
"1553349_at",-0.0308949293189287
"1553350_at",0.0742903438723179
"1553351_at",0.037040200787734
"1553352_x_at",0.0450158340094853
"1553354_a_at",0.0315575146358971
"1553355_at",0.0419472139981745
"1553356_at",0.0767680839929847
"1553357_at",0.0485556129635538
"1553359_at",0.0470400376012194
"1553361_x_at",-0.0506263345197531
"1553362_at",0.0704433572864125
"1553363_at",0.120747633304425
"1553364_at",-0.00953241408458338
"1553365_at",0.0435068861642989
"1553366_s_at",0.0921342053402812
"1553367_a_at",0.0907632844041899
"1553369_at",0.046172148421824
"1553371_at",0.0456245902460946
"1553372_at",0.0642729038332888
"1553373_at",0.0574315232342435
"1553374_at",0.0266754020100158
"1553375_at",-0.000106716344772995
"1553376_a_at",0.0421285554204485
"1553378_a_at",0.0764215830850744
"1553380_at",0.051019734966665
"1553383_at",0.0599128448474839
"1553385_at",0.0655199823002981
"1553386_at",-0.0423671565242258
"1553387_at",0.0931765068973613
"1553388_at",0.0365307107785922
"1553389_at",0.0841143941747002
"1553390_at",0.0774011642076846
"1553391_at",0.0203752846036507
"1553392_at",0.106219121565505
"1553394_a_at",0.119021072028474
"1553395_a_at",-0.0858902804700272
"1553396_a_at",0.0458974625916668
"1553397_at",0.0392937552649413
"1553398_at",0.0576130508418216
"1553399_a_at",0.0197841048374794
"1553400_a_at",0.128016556046708
"1553401_at",0.0278243123689798
"1553402_a_at",-0.035623459202001
"1553403_at",0.0834783431303636
"1553405_a_at",0.110063118725193
